createdAt,text,sentimen
2026-04-14 01:55:45,@sampahfhui Udah bener kuliahin anak ke luar negeri aja,Neutral
2026-04-14 01:55:58,@sampahfhui KACAUUUU DAHH,Positive
2026-04-14 01:56:08,@MastinSaurus @sampahfhui @miggumango,Neutral
2026-04-14 01:56:27,"@MastinSaurus @sampahfhui marah marah mulu, pelaku jg ya",Neutral
2026-04-14 01:56:48,"@sampahfhui mungkin rata rata anak jaman sekarang tuh ada yg kayak gini dan mungkin bisa banyak, tapi mereka gak ke ekspos aja. gak membenarkan kelakuan mereka yg bakal jadi orang hukum, tapi melihat kelakuan seperti ini pasti sering kejadian di beberapa anak lainnya",Neutral
2026-04-14 01:57:23,@sampahfhui @cl0utbabee sakit,Neutral
2026-04-14 01:57:41,@revol7hink @sadampermana_w kak ini pelecehan verbal dan chat nya udah di up publik,Neutral
2026-04-14 01:58:18,@MastinSaurus @sampahfhui Sama2 pelaku jg ya?,Neutral
2026-04-14 01:58:23,"@MastinSaurus @sampahfhui anjir enabler, cuih",Negative
2026-04-14 01:58:50,"@MastinSaurus @sampahfhui Pelecehan verbal, objectifying, ngomongin orang kayak barang itu tetep salah ye blok, mau di grup/di mana pun. Otak dipake.",Positive
2026-04-14 01:59:53,@MastinSaurus @sampahfhui Ini tuh sma halnya sprti menormalisasikan “namanya jg laki2” pdhal gk semua laki2 begtu.,Positive
2026-04-14 02:00:40,@MastinSaurus @sampahfhui Iyaa lagi,Neutral
2026-04-14 02:00:48,@MastinSaurus @sampahfhui Lah itu sampe ngatain bentuk susu kalo gak ngelecehin apa namanya? Otak kok ditaruh di rumah makan Padang.,Positive
2026-04-14 02:03:30,"@MastinSaurus @sampahfhui Pelecehan tu ga melulu ngmng di depan apalagi grepe atau perkosa, kalo keep sendiri tanpa harus ada “grub” kyknya aman. Berhubung mereka bikin “grub” yang isi sebagin besarnya menjadikan wanita sebagai obyek sex nya, itu yang salah",Positive
2026-04-14 02:04:22,"@sampahfhui najis, otak sagapung",Positive
2026-04-14 02:04:39,"@sampahfhui Gua doain jadi perjaka tua,semua perempuan gak pantas buat jadi istri lu pada",Positive
2026-04-14 02:06:47,@sampahfhui lo lahir dr perempuan ya allah jahat bgt,Positive
2026-04-14 02:07:27,"@sampahfhui Ini bukan cuma keren, ini ngatain kita semua secara halus",Neutral
2026-04-14 02:08:22,"@sampahfhui Percuma pendidikannya bagus, tapi kelakuannya jelek banget😭😭",Positive
2026-04-14 02:08:56,"@MastinSaurus @sampahfhui 😂😂😂sebenernya mau privat juga ga boleh sih melecehkan, tapi impostornya niat sih. penasaran keungkap atau engga itu",Neutral
2026-04-14 02:09:06,@MastinSaurus @sampahfhui sdm rendah,Positive
2026-04-14 02:09:06,@sampahfhui najis sakitt lo semua! speechless gue bacanya,Positive
2026-04-14 02:11:08,@sampahfhui sinting setan,Positive
2026-04-14 02:13:22,@sampahfhui sakit banget orang orang otak selangkangan ini anjg,Positive
2026-04-14 02:13:22,@sampahfhui coba buka telenya,Neutral
2026-04-14 02:13:27,@sampahfhui Punya jabatan di kampus aja udah begini gimana kalo dikasi jabatan di real life ? Omg,Positive
2026-04-14 02:13:45,@DennySeggssegar @sampahfhui liat masih ada aja yang ngebela woww😲,Positive
2026-04-14 02:14:02,@sampahfhui Harusnya ini disetujui ya https://t.co/wsLUZkyymj,Neutral
2026-04-14 02:14:27,@sampahfhui someone future husband btw💔,Negative
2026-04-14 02:15:38,@sampahfhui bisa sesantai ini kayaknya backingan ortunya kuat bgt ya.......... b aja........ berasaliat drakor yang isinya siswa2 kriminal,Positive
2026-04-14 02:16:23,@MastinSaurus @sampahfhui cok cok otakmu terbuat dari apa cok,Positive
2026-04-14 02:18:08,@MastinSaurus @sampahfhui Kok marah (?) Pelaku ya (?),Negative
2026-04-14 02:18:24,@sampahfhui lll,Neutral
2026-04-14 02:18:33,@MastinSaurus @sampahfhui Pelaku ya?,Neutral
2026-04-14 02:18:36,"@MastinSaurus @sampahfhui Org ga waras lu. Kata gue mending ke psikiater deh. Coba elu kalo diomongin begitu sm org, even di private chat, gimana? Atau adek perempuan lu? Sblm komentar pikirin dulu, tempatkan diri lu as victim. Kalo stress bukan komen di X bg, healing lu sono.",Positive
2026-04-14 02:18:36,@MastinSaurus @sampahfhui lu dongo,Neutral
2026-04-14 02:18:43,@sampahfhui orang sakit,Neutral
2026-04-14 02:19:09,@MastinSaurus @sampahfhui argumen sampah,Neutral
2026-04-14 02:19:20,@MastinSaurus @sampahfhui Oba obaki inne eh tolo,Neutral
2026-04-14 02:20:58,@MastinSaurus @sampahfhui lah,Neutral
2026-04-14 02:21:00,@sampahfhui iyuh,Neutral
2026-04-14 02:21:17,"@MastinSaurus @sampahfhui alahhhhh blg aja lu sama kyk merekaaa, ga usah bertele-tele gitu lah bro, jdi keliatan bgt BODOH nya",Neutral
2026-04-14 02:21:44,@sampahfhui Buset. Kualitas mahasiswa sekarang,Positive
2026-04-14 02:21:48,@sampahfhui Sampah masyarakat yg sebenarnya,Positive
2026-04-14 02:22:00,"@sampahfhui Gue nonton, terus diem. Karena kagum sekaligus nyesek",Neutral
2026-04-14 02:22:05,"@MastinSaurus @sampahfhui Makany pendem aja jdi isi kepala ga usah di umbar2 bahkan k chat 🙃🙃🙃 Karena saat yg lu pikirin itu d tuangkan bahkan d chat, lu harus siap bertanggungjwab.. Ga usah berlindung d balik kata ""privat""",Positive
2026-04-14 02:22:28,"@sampahfhui Mereka ini calon bibit unggul yang berpotensi untuk bisa punya karier bagus, masa depan cerah, jalani kehidupan yang bisa jadi adalah impian banyak orang, tapi malah milih nyemplung got dan ngorek sampah sampai baunya bau banget. https://t.co/LsV3Jf1nNP",Positive
2026-04-14 02:22:52,"@MastinSaurus @sampahfhui Bedain bercanda sama pelecehan itu basic banget. Kalau masih gagal paham, ya pantes aja mentalitasnya gitu.",Positive
2026-04-14 02:23:09,@sampahfhui STRESSSSSS,Neutral
2026-04-14 02:23:38,"@MastinSaurus @sampahfhui ahhhhh ada enabler, bau bau bau",Positive
2026-04-14 02:23:53,@MastinSaurus @sampahfhui GAPERNAH NEMU ORANG SENAJIS ELU PIKIRAN NYA.,Positive
2026-04-14 02:24:16,@MastinSaurus @sampahfhui Lah punya otak buat mikir lah cok,Positive
2026-04-14 02:24:28,@revol7hink bro lu pernah jadi pelaku apa gimana?,Neutral
2026-04-14 02:24:53,@sampahfhui gua nontonin live nya malah sedih,Neutral
2026-04-14 02:25:10,@sampahfhui Generasi cemass kah ini ? !!! Jangan kasih ruang untuk KS!!!,Positive
2026-04-14 02:25:35,@sampahfhui Ini mau tanya. Si korban ada gak di dalem group?,Neutral
2026-04-14 02:25:38,"@MastinSaurus @sampahfhui ih ada binatang, akalnya gajalan..",Positive
2026-04-14 02:26:21,@DennySeggssegar @sampahfhui Diem lu biji kriput,Neutral
2026-04-14 02:26:49,"@MastinSaurus @sampahfhui loh kekerasan seksual itu mulainya dari orang-orang yang menormalisasi becandaan tongkrongan kayak lo gini. orang gak tiba-tiba memperkosa orang lain, keinginan itu pasti dipupuk dan didukung sama lingkungannya lewat obrolan kayai gini.",Positive
2026-04-14 02:26:53,@sampahfhui ya allah jauhkan dari manusia biadab kayak gini,Positive
2026-04-14 02:26:55,@MastinSaurus @sampahfhui Sifat lu sama ya kek mereka?,Neutral
2026-04-14 02:27:16,@sampahfhui Sakit jiwa,Neutral
2026-04-14 02:27:22,@MastinSaurus @sampahfhui https://t.co/z57IUywnvW,Neutral
2026-04-14 02:27:33,"@sampahfhui Itukan chat privat, knp dimasalahin si?, orng punya pikiran macem2 bebas aja asal gk melakukan secara fisik",Negative
2026-04-14 02:27:37,"@MastinSaurus @sampahfhui Kau kalau memang cowok, datang ke sidang semalam terus ngomong kek gitu di depan orang-orang. Sampek anakmu sama mamakmu digitukan, barulah tau rasa kau",Positive
2026-04-14 02:27:40,@sampahfhui Yang sejutu mereka Di DO ngumpu👇 Basmi sampah2 masyarakat yang begini.,Positive
2026-04-14 02:28:10,"@MastinSaurus @sampahfhui sakit jiwa ya lo? coba lo bayangin orang terdekat lo atau malah lo sendiri yg jadi korban, lo dijadiin “bahan” di otak orang orang yg ga BER-ADAB. isi otak lo porno smua ya makanya bisa ngetik kaya gini? miris.",Positive
2026-04-14 02:28:36,"@sampahfhui ini stres banget si, dah hilang otak keknya",Neutral
2026-04-14 02:28:54,@sampahfhui stress ajg otaknya,Neutral
2026-04-14 02:29:32,@MastinSaurus @sampahfhui Lu anggota grup itu juga kah?,Neutral
2026-04-14 02:29:45,@sampahfhui Sakit niH orang2,Neutral
2026-04-14 02:29:55,@sampahfhui Sakit nih orang²,Neutral
2026-04-14 02:30:31,@sampahfhui Na'udzubillaaah,Positive
2026-04-14 02:30:39,@sampahfhui stress anjgg,Positive
2026-04-14 02:30:40,"@sampahfhui akhirnya ada malaikat yg mencatat, dan langsung di kabulkan ter EXPOSE DEH😭🤣",Positive
2026-04-14 02:31:18,@MastinSaurus @sampahfhui Curiga lu juga salah satu orang yang begitu kan? Dan lu gak mau salah? Wkwkw kocak lu,Positive
2026-04-14 02:33:05,@sampahfhui Binatang semuaaaaaaaa,Positive
2026-04-14 02:33:32,@sampahfhui Sakit sumpah,Positive
2026-04-14 02:33:55,@sampahfhui lingkungan setan berkedok ilmu dan pendidikan,Positive
2026-04-14 02:36:20,"@sampahfhui coba yang punya cowo cek deh grup sirkelnya, pasti ada aja orang yang kaya gitu",Neutral
2026-04-14 02:37:00,@sampahfhui Grup private gak sih?,Neutral
2026-04-14 02:37:03,@sampahfhui sakit bgttt orang orang ini,Positive
2026-04-14 02:37:27,@sampahfhui blacklist ae dri semua perusahaan,Positive
2026-04-14 02:39:02,@sampahfhui ini bisa ketahuan chatnya gimana awalnya? 🙏,Neutral
2026-04-14 02:39:24,@sampahfhui Ya Allah miris bgt,Neutral
2026-04-14 02:41:12,"@sampahfhui sakit, njz. usut tuntas gk anak2 inii!",Positive
2026-04-14 02:41:44,@sampahfhui Manusia manusia rendahan,Positive
2026-04-14 02:43:09,"@sampahfhui Candaan, pasti nanti dalihnya candaan buat seru2an. Apakah ga bisa candaan ga usah nyerempet2 gitu? Jujur aja gw juga laki tapi ga gini2 amat. Banyak kok hal lain yg lebih cocok dijadikan bahan perbincangan.",Positive
2026-04-14 02:43:47,"@sampahfhui eww disgusting, baca 1 slide sudah cukup membuat muak",Positive
2026-04-14 02:44:29,"@sampahfhui gileee, jijik bangett",Positive
2026-04-14 02:45:29,@sampahfhui sakit,Neutral
2026-04-14 02:45:30,@MastinSaurus @sampahfhui bundir sana lu,Negative
2026-04-14 02:45:34,@MastinSaurus @sampahfhui Emg ea ga di grepe / di entot?🤣,Negative
2026-04-14 02:46:12,@MastinSaurus @sampahfhui diem lu musang birahi,Negative
2026-04-14 02:46:15,@sampahfhui Tapi emang bener pak ganjar sih kalau orang pinter itu selalu vulgar pembahasannya,Negative
2026-04-14 02:46:56,"@revol7hink @tsetchaiklatte Gini aja pke AI, situ gabisa ngetik opini sndri kah😂",Neutral
2026-04-14 02:47:10,"@MastinSaurus @sampahfhui norak yaa tongkrongan lo, pasti isinya sdm rendah semua. Tongkrongan gw dr sd smp sma kuliah kerja ga ada tuh yg menormalisasi hal2 kayak gitu",Positive
2026-04-14 02:48:30,"@sampahfhui tadi ada lewat katanya bapaknya ga dibolehin buat anaknya di audit, mana ngaku anaknya uda jadi korban lagi apasi nying, stres",Negative
2026-04-14 02:48:50,@MastinSaurus @sampahfhui sakjiw kalau tongkrongammu ky gitu lu g marah,Neutral
2026-04-14 02:50:06,@sampahfhui @andori SAKJIWWWW,Neutral
2026-04-14 02:50:17,"@MastinSaurus @sampahfhui Martin oh Martin, turut berduka cita untuk manusia di sekitarmu, 2026 masih gini cara berpikirnya",Positive
2026-04-14 02:50:20,"@sampahfhui FHUI dipimpin oleh orang2 yg tidak memuliakan wanita. Yang menjadikan wanita hanya objek semata padahal mereka lahir dari rahim wanita. Yang paling bersedih pasti ibu2 mereka. Miris, ironis.",Positive
2026-04-14 02:53:32,"@sampahfhui @diffsideofmiaw bayangin orang orang yg di masa depan akan jadi penegak hukum, lawyer, jaksa, bahkan hakim, ngeri kali negara kita klo amit amit sampe kejadian",Positive
2026-04-14 02:53:36,@MastinSaurus @sampahfhui semoga lu mati kelindes kereta,Positive
2026-04-14 02:53:38,@sampahfhui @bondidart 🤮🤮🤮,Positive
2026-04-14 02:54:17,@sampahfhui hahaha adek adek mahasiswa.. siapa yg bocorin woi...,Negative
2026-04-14 02:55:10,"@sampahfhui Ada beberapa dosen juga yg dilecehin, klo rektornya gamau DO mereka sih. Dah gak ngerti lagi gue.",Positive
2026-04-14 02:55:11,@sampahfhui gile,Neutral
2026-04-14 02:55:15,"@sampahfhui Sakjiw banget sih ini, udah ga ada tempat aman lagi buat perempuan. Dan udah jadi kyk hal yg lumrah. Amit2 lama kelamaan dinormalisasi 😨",Positive
2026-04-14 02:55:24,@sampahfhui gw yakin ada banyak orang2 modelan mereka begini nih. cuma ngga ketahuan aja. ngerinya kalo di masa depan mereka jd pejabat publik.,Positive
2026-04-14 02:56:55,@MastinSaurus @sampahfhui you https://t.co/nPz2H2A44q,Neutral
2026-04-14 02:57:21,@MastinSaurus @sampahfhui Anjg ga jelas,Neutral
2026-04-14 02:59:09,@sampahfhui mereka ni kaya bocah bocah baru puber yang baru explore alat kelamin bzirr so sick ew,Positive
2026-04-14 02:59:14,"@MastinSaurus @sampahfhui oh gitu ya? berarti kalau ibu mu, saudara perempuan mu, anak mu dilecehin selama tidak ketahuan boleh ya?",Positive
2026-04-14 02:59:39,"@sampahfhui FH, ngerti hukum tapi bejat semua kelakuannya 😡😡😡",Positive
2026-04-14 03:00:03,"@sampahfhui Wah, calon-calon pemimpin masa depan ya… keliatan banget kualitas “kepemimpinannya” dari isi chat 👏 https://t.co/AsQOF73QtT",Positive
2026-04-14 03:00:31,@MastinSaurus @sampahfhui tll,Neutral
2026-04-14 03:01:07,Senin 13 April 2026 (Siang): Ketua BEM FH UI Anandaku Dimas Rumi Chattaristo mengonfirmasi kejadian tersebut. Ia menegaskan bahwa ke-16 mahasiswa tersebut bukan lagi terduga melainkan PELAKU karena mereka telah mengakui perbuatannya melalui pesan permohonan maaf sebelumnya.,Neutral
2026-04-14 03:01:08,Penindakan Organisasi: Pada hari yg sama BEM FH UI &amp; berbagai organisasi kemahasiswaan mengambil langkah tegas. Seluruh PELAKU yg terlibat langsung diberhentikan (dipecat) dari kepengurusan organisasi maupun kepanitiaan di lingkungan FH UI.,Neutral
2026-04-14 03:01:10,Daftar PELAKU : Berdasarkan keterangan resmi dr Ketua BEM FH UI ada 16 mahasiswa terlibat. Namun perlu dicatat: Meskipun inisial &amp; nama beberapa pelaku telah beredar luas di media sosial X secara formal pihak kampus &amp; BEM tdk atau belum merilis daftar nama lengkap ke publik.,Neutral
2026-04-14 03:01:17,@sampahfhui @luvcius malu maluin banget dah sial,Positive
2026-04-14 03:02:06,@MastinSaurus @sampahfhui Lah itu kan mereka ada umbar foto2 juga. Ya jelas kacaulah kayak otak lu,Positive
2026-04-14 03:02:10,@sampahfhui najiss dasar cabul 🤮🤮 mereka lupa kah kalo ibu mereka perempuan??,Positive
2026-04-14 03:02:39,@MastinSaurus @sampahfhui Gue doain semoga ibu/adek/kakak/sepupu perempuan lu dilecehin sama orang digrup chat privat ya. Dan chat itu tersebar kemanapun. Gue doain mulai sekarang.,Negative
2026-04-14 03:03:14,@MastinSaurus @sampahfhui opini bodoh dari orgil nih,Neutral
2026-04-14 03:03:15,@MastinSaurus @sampahfhui DONGOOKK,Neutral
2026-04-14 03:03:19,"@sampahfhui Keduanya salah,.. yg mahasiswa pelaku melanggar etika moral, dan yang mendemo atau protest melaknggar etika hukum",Negative
2026-04-14 03:03:58,@MastinSaurus @sampahfhui Gblk 😭,Neutral
2026-04-14 03:04:04,@sampahfhui binatang emang,Positive
2026-04-14 03:04:52,@sampahfhui anj,Neutral
2026-04-14 03:06:35,"@sampahfhui Kayaknya hal gini tuh banyak njir diluar sana, ga terkhusus cwo ke cwe aja, tpi cwe ke cwo jg pasti yakin ane jg ada cm ya ga terekspos, just in grup aja. Bukan ngebela siapa² hanya berandai-andai kalau chat grup cwe ke cwo yang ke ekspos gmn ya reaksi publik? Apa kek gini jg?",Negative
2026-04-14 03:06:43,@sampahfhui kl di teknik dah digebukin ni makhluk,Positive
2026-04-14 03:06:58,@sampahfhui kumpulan pria birahi,Positive
2026-04-14 03:07:04,@sampahfhui sakit jiwa anjir astagaa😭,Positive
2026-04-14 03:07:49,@sampahfhui Sick,Positive
2026-04-14 03:09:07,@sampahfhui stress bgt anj,Positive
2026-04-14 03:09:13,@sampahfhui Harus di cari ga si identitas latar belakang keluarga mereka semua nih pasti bukan dr orang biasa,Negative
2026-04-14 03:09:59,"@MastinSaurus @sampahfhui LU SAKITTTT,SAMA MCM PELAKU KS",Positive
2026-04-14 03:10:00,"@MastinSaurus @sampahfhui Misal yang di omongin di grup itu tt pacar lu, pantat ibu lu, gitu lu masih bisa ngetik gini? Congrats bro, your stupidity is going through the roof",Positive
2026-04-14 03:10:59,@MastinSaurus @sampahfhui utututu mayah mayah muyu,Neutral
2026-04-14 03:11:06,@sampahfhui Pak dekan gimana nanganin muridnya?,Neutral
2026-04-14 03:12:06,@MastinSaurus @sampahfhui ini sama aja kaya ngebolehin siapapun ngelecehin emaklo (atau cewek terdekat mu) buat di lecehin di grub privat,Positive
2026-04-14 03:12:32,@sampahfhui ouh ini yang bilang diam berarti consent https://t.co/ZegvrZv0UR,Positive
2026-04-14 03:12:52,Di tengah kekecewaan langkah BEM FH UI patut diapresiasi. Alih-alih melakukan cover-up demi nama baik kampus mereka secara transparan membenarkan kasus ini dan langsung memberhentikan ke-16 pelaku yang sudah mengakui perbuatannya dari seluruh keanggotaan organisasi serta,Positive
2026-04-14 03:13:12,@sampahfhui Orang tuanya sekalian di spill. Biar dibuat jadi rafael alun jilid 2. Kecuali itu mahasiswa langsung mundur/dikeluarin kampus,Positive
2026-04-14 03:14:15,@sampahfhui Sakit jiwa sih,Positive
2026-04-14 03:14:52,@sampahfhui Miriss banget,Positive
2026-04-14 03:14:53,@sampahfhui Geli bgt,Positive
2026-04-14 03:15:16,"@sampahfhui Mahasiswa otak cabul semua njing,kebanyakan nnton videy",Positive
2026-04-14 03:15:53,@MastinSaurus @sampahfhui Gw doain lu besok ketemu orang gay SA offender trus LU di ewe paksa depan semua orang ajg,Negative
2026-04-14 03:16:29,"@sampahfhui Orang kok isinya selangkangan, bilangnya entar ""gak semua fhui begitu"", tapi entah ya calon yang besok dimasa depan ngerti hukum kenapa kepala isinya kenthuuuu terosss",Positive
2026-04-14 03:16:42,"@sampahfhui Bitter fact, gaya chat mereka sebenarnya topik tongkrongan yg biasa bgi sebagian kaum adam. Hal wajar, bahkan 'dinormalisasikan'. Pengalaman pribadi di grup kerja. Walaupun tanpa sebut nama, ak sgt terpukul terhina. Ak hnya bisa diam, krn jka menanggapi diancam dikick. . RESIGN!",Negative
2026-04-14 03:18:12,"Sakit banget baca chat-nya. Perempuan bukan objek hiburan grup cowok. FHUI harus tindak tegas, ini bukan candaan. Aku dukung korban 100% 💔 Buat yang bilang ‘cuma chat doang’, ini namanya pelecehan seksual berbasis digital dan sudah diatur undang-undang. Kalau nggak ditindak, besok bisa jadi korban adik-adik kita. Dukung penuh langkah kampus untuk bersih-bersih lingkungan ini🥺",Positive
2026-04-14 03:18:49,@sampahfhui Lebay enggak ada yang di grepe padahal,Negative
2026-04-14 03:19:02,@MastinSaurus @sampahfhui salah satu twitter pelaku kah ini,Neutral
2026-04-14 03:20:26,@sampahfhui yg gue shock mereka normalizing r-word di gc sbg anak hukum jir,Positive
2026-04-14 03:20:53,@sampahfhui Namanya aneh2,Neutral
2026-04-14 03:21:32,@MastinSaurus @sampahfhui Dasar penyepong Zionist. Kelakuan dan isi kepala gak jauh beda.,Neutral
2026-04-14 03:22:01,@MastinSaurus @sampahfhui semoga nanti malam kau mimpi ditidurin laki2 perkasa gagah tinggi 3meter sampai kau trauma🙏 atau mimpi ditidurin gurita sekalian biar bangun2 kau nangis2 sejadi-jadinya dan trauma sampe ga mau keluar kamar🙏,Neutral
2026-04-14 03:22:06,"@sampahfhui tapi ya jujur nih cowo2 rata2 tuh otaknya isinya gitu mulu anjir, susah cari cowo yg ngeliat cewe bukan krn nafsu. temen2 gue juga begituu soalnya wkwk",Neutral
2026-04-14 03:22:58,"@sampahfhui Gmn hukum gak ditegakin di indo wkwk kocak mana anak2 ui yang pasti byk privilege kedepannya yg pasti bakal berperan penting akhitnya buat hukum di Indonesia, malu loh sama hidup dan tuhan, astaghfirullah",Positive
2026-04-14 03:23:02,"@MastinSaurus @sampahfhui iya semoga malam ini kau mimpi dicium sama undur2 ya, semoga juga malam ini kau mimpi ditidurin sama ikan paus sampe kau trauma aamiin🙏",Neutral
2026-04-14 03:23:30,@sampahfhui Lgbt = haram katanya Ternyata yg hetero kelakuannya lebih haram jaddah lagi 😂🤣,Positive
2026-04-14 03:23:42,BEM FH UI Desak 16 Mahasiswa Terduga Pelecehan Seksual Dikeluarkan dari Kampus https://t.co/cNNYjJd4dr,Positive
2026-04-14 03:23:50,@sampahfhui kesel banget.... https://t.co/BaUvV4OR75,Neutral
2026-04-14 03:24:01,@MastinSaurus @sampahfhui punya grup atau tongkrongan kok isinya jokes ngelecehin perempuan? berarti kau kalo dilecehkan sama manusia lain boleh lah ya???,Positive
2026-04-14 03:24:12,@sampahfhui Yang kayak gini di masa depan bakal berkutat di hukum Indonesia??,Positive
2026-04-14 03:24:16,@sampahfhui @auristeelaa pd sakit ya,Neutral
2026-04-14 03:24:19,@sampahfhui @anggiangger23 Jijik...,Neutral
2026-04-14 03:25:30,@sampahfhui Sebagian besar laki laki di indonesia kayak gini deh kayaknya. Di bom nuklir aja indonesia.,Positive
2026-04-14 03:26:04,"@charleeyxcx @bolabolaebol @sadampermana_w Sekarang gw kasih contoh case, ada laki-laki masturbasi di kamar dengan melihat foto wanita (pelecehan secara privat dan belum ada korban), direkam sama rekannya, tersebar. Yang salah siapa? Penyebar? Atau laki2 yang masturbasi?",Negative
2026-04-14 03:26:11,"@revol7hink @charleeyxcx @bolabolaebol @sadampermana_w sori ni bang oot, misal ada sekelompok teroris, itu teroris baru merencanakan, apakah harus nunggu mereka ngebom dulu baru boleh ditangkep? Karena daritdi lu nanya tentang ranah privasi mulu, menurut teroris itu privat, begitupun menurut pelaku KS ini, privat jg ada batas kali",Positive
2026-04-14 03:26:26,@sampahfhui @univ_indonesia BIJIMANE nih??,Positive
2026-04-14 03:26:35,@sampahfhui Sick bgt ga bisa berkata2,Positive
2026-04-14 03:27:09,"@MastinSaurus @sampahfhui Lu doang, isi kepala gw mah suci, lu doang kali yg banyak dosa, menyamaratakan lagi dih cuih najis",Positive
2026-04-14 03:27:10,"@MastinSaurus @sampahfhui lu punya otak ga sih, ngatain sok suci tp mulut sendiri kaya ga di sekolahin hok cuh",Positive
2026-04-14 03:27:14,@sampahfhui Mahasiswa Hukum wajib punya buku ini: 1. https://t.co/Q7Nt1CsLIy 2. https://t.co/1fGsNZ85Ui 3. https://t.co/2vVfrRg5an 4. https://t.co/JtwL0NU9Ot,Neutral
2026-04-14 03:27:21,@revol7hink @bebekqaleo @sampahfhui Bener ni,Neutral
2026-04-14 03:28:07,"@MastinSaurus @sampahfhui Ya semoga tidak terjadi pada saudaramu, ibumu, siapapun dia yang dekat denganmu. Karena jelas kamu tidak akan berpihak pada mereka jika mereka menjadi korban pelecehan. Selamat ya, Anda sudah menunjukkan siapa diri Anda tanpa diminta.",Positive
2026-04-14 03:28:29,@sampahfhui Di do lah bgst,Positive
2026-04-14 03:28:29,@MastinSaurus @Sempiternal297 @sampahfhui kok marah2 sih? kenapa? nendang2 ya bayinya? maklum lagi hamil guys😔🙏,Neutral
2026-04-14 03:30:45,@sampahfhui Dia penganut jaman purba diam = consent,Positive
2026-04-14 03:31:08,"@MastinSaurus @sampahfhui Mastin, ur parents supposed to abort u cuz wtf ur dick small ur head rotten and ur heart rusty. U re not working as a human u fuck better u die",Negative
2026-04-14 03:32:20,@sampahfhui berak.. pantesan demo mlempem terus. isi Mahasiswa skarang busuk ya? fakultas hukum pula.,Positive
2026-04-14 03:33:08,"@BeilMachieveli @charleeyxcx @bolabolaebol @sadampermana_w Nih contoh case, ada wanita masturbasi di kamar dengan melihat foto laki laki (pelecehan secara privat dan belum ada korban), direkam sama rekannya, tersebar. Yang salah siapa? Penyebar? Atau perempuan yang masturbasi?",Negative
2026-04-14 03:33:15,@MastinSaurus @sampahfhui Caper kau anjeng,Neutral
2026-04-14 03:33:22,@MastinSaurus @sampahfhui emg gada yappingan lain selain bahas begtuan????,Neutral
2026-04-14 03:33:39,@MastinSaurus @sampahfhui Bener2 lebay bngt sih..itu kan sama aja ngobrolan di tongkrongan..liat aja dulu di kaskus lebih mengerikan..fufufafa biasa aja tuh pdhl lebih megerikan....ada yg lebih penting om..langit indon mau dikuasai amrik itu lebih penting,Negative
2026-04-14 03:33:44,"@MastinSaurus @sampahfhui Orang-orang kayak lu, dilahirin dari lobang tai, makanya kelakuan lu kyk 💩",Positive
2026-04-14 03:34:25,@MastinSaurus @sampahfhui Lu pelaku jg kan? Wkwk,Neutral
2026-04-14 03:34:35,@MastinSaurus @sampahfhui ya,Neutral
2026-04-14 03:35:00,@MastinSaurus @sampahfhui Tukar gender nya,Neutral
2026-04-14 03:35:45,@MastinSaurus @sampahfhui Bener..ini kan pribadi kenapa seheboh itu..lebay,Negative
2026-04-14 03:36:08,@sampahfhui tindakan mereka tdk bisa dibenarkan tp gk ada juga tindak pidana yg mereka langgar. Dan hukuman berupa sanksi sosial dgn dipermalukan didepan umum itu sdh cukup. Gak usah berlebihan jg lah. Rata2 grup2 cowok memang begitu.,Negative
2026-04-14 03:36:27,@sampahfhui https://t.co/845J77WXvw,Neutral
2026-04-14 03:37:17,"@MastinSaurus @sampahfhui kok salah yang share, salah pemikiran mereka.. kalau mereka ngelecehin diri sendiri bodoamat, ini mereka ngelecehin ORANG LAIN, dan dibikin jokes, bukan cuma satu lagi korbannya jelas yang salah, ini bukan masalah grup chat privat, ini masalah pelecehan",Positive
2026-04-14 03:37:29,@sampahfhui SAKITT CUIH,Positive
2026-04-14 03:37:47,@MastinSaurus @sampahfhui Pak purnomo ini ada pasiennya lepas,Neutral
2026-04-14 03:38:16,@sampahfhui Najisss,Positive
2026-04-14 03:38:21,@MastinSaurus @sampahfhui alah lu antek anteknye die kan. hewan kalo dikasih otak ya jadinya elu dah,Positive
2026-04-14 03:38:27,@sampahfhui #mannersmatter https://t.co/rH7x0f2tSP,Neutral
2026-04-14 03:40:56,@sampahfhui KALIAN BUAT CWOK KLO MAU NGANU YA TINGGAL BELI ANJIR KE YANG JUALAN !! JGN MENGARAH KE PEREMPUAN YANG TIDAK BERJUALAN DAN TIDAK MEMBERIKAN AJAKAN !! ITU SANGAT MENJIJIKAN MAU LU GANTENG SEKALIPUN ITU SANGT MENJIJIKAN !! PUNYA DUIT KAN ! BELI CEWEK YG OPEN BO !! KESEL BGT ANJ,Positive
2026-04-14 03:41:15,@sampahfhui Mereka obrolannya begini tuh karena kebanyakan ngevape yg ada narkotikanya ga sih? Sama ngebokep sama kaga pernah ibadah ga punya iman?,Positive
2026-04-14 03:41:29,3/ BEM FH UI langsung cabut keanggotaan organisasi pelaku. Dekan FH UI Parulian Paidi Aritonang nyatakan fakultas terima laporan 12 April &amp; lakukan investigasi menyeluruh. Bisa pidana + pelanggaran kode etik kampus.,Neutral
2026-04-14 03:42:00,"@MastinSaurus @sampahfhui mastin ih, hapus bikin malu aja nulis kayak begini, kampung",Neutral
