createdAt,text
2026-04-14 02:44:29,"@sampahfhui gileee, jijik bangett"
2026-04-14 02:45:29,@sampahfhui sakit
2026-04-14 02:45:30,@MastinSaurus @sampahfhui bundir sana lu
2026-04-14 02:45:34,@MastinSaurus @sampahfhui Emg ea ga di grepe / di entot?🤣
2026-04-14 02:46:12,@MastinSaurus @sampahfhui diem lu musang birahi
2026-04-14 02:46:15,@sampahfhui Tapi emang bener pak ganjar sih kalau orang pinter itu selalu vulgar pembahasannya
2026-04-14 02:46:56,"@revol7hink @tsetchaiklatte Gini aja pke AI, situ gabisa ngetik opini sndri kah😂"
2026-04-14 02:47:10,"@MastinSaurus @sampahfhui norak yaa tongkrongan lo, pasti isinya sdm rendah semua. Tongkrongan gw dr sd smp sma kuliah kerja ga ada tuh yg menormalisasi hal2 kayak gitu"
2026-04-14 02:48:30,"@sampahfhui tadi ada lewat katanya bapaknya ga dibolehin buat anaknya di audit, mana ngaku anaknya uda jadi korban lagi apasi nying, stres"
2026-04-14 02:48:50,@MastinSaurus @sampahfhui sakjiw kalau tongkrongammu ky gitu lu g marah
2026-04-14 02:50:06,@sampahfhui @andori SAKJIWWWW
2026-04-14 02:50:17,"@MastinSaurus @sampahfhui Martin oh Martin, turut berduka cita untuk manusia di sekitarmu, 2026 masih gini cara berpikirnya"
2026-04-14 02:50:20,"@sampahfhui FHUI dipimpin oleh orang2 yg tidak memuliakan wanita. Yang menjadikan wanita hanya objek semata padahal mereka lahir dari rahim wanita. Yang paling bersedih pasti ibu2 mereka. Miris, ironis."
2026-04-14 02:53:32,"@sampahfhui @diffsideofmiaw bayangin orang orang yg di masa depan akan jadi penegak hukum, lawyer, jaksa, bahkan hakim, ngeri kali negara kita klo amit amit sampe kejadian"
2026-04-14 02:53:36,@MastinSaurus @sampahfhui semoga lu mati kelindes kereta
2026-04-14 02:53:38,@sampahfhui @bondidart 🤮🤮🤮
2026-04-14 02:54:17,@sampahfhui hahaha adek adek mahasiswa.. siapa yg bocorin woi...
2026-04-14 02:55:10,"@sampahfhui Ada beberapa dosen juga yg dilecehin, klo rektornya gamau DO mereka sih. Dah gak ngerti lagi gue."
2026-04-14 02:55:11,@sampahfhui gile
2026-04-14 02:55:15,"@sampahfhui Sakjiw banget sih ini, udah ga ada tempat aman lagi buat perempuan. Dan udah jadi kyk hal yg lumrah. Amit2 lama kelamaan dinormalisasi 😨"
2026-04-14 02:55:24,@sampahfhui gw yakin ada banyak orang2 modelan mereka begini nih. cuma ngga ketahuan aja. ngerinya kalo di masa depan mereka jd pejabat publik.
2026-04-14 02:56:55,@MastinSaurus @sampahfhui you https://t.co/nPz2H2A44q
2026-04-14 02:57:21,@MastinSaurus @sampahfhui Anjg ga jelas
2026-04-14 02:59:09,@sampahfhui mereka ni kaya bocah bocah baru puber yang baru explore alat kelamin bzirr so sick ew
2026-04-14 02:59:14,"@MastinSaurus @sampahfhui oh gitu ya? berarti kalau ibu mu, saudara perempuan mu, anak mu dilecehin selama tidak ketahuan boleh ya?"
2026-04-14 02:59:39,"@sampahfhui FH, ngerti hukum tapi bejat semua kelakuannya 😡😡😡"
2026-04-14 03:00:03,"@sampahfhui Wah, calon-calon pemimpin masa depan ya… keliatan banget kualitas “kepemimpinannya” dari isi chat 👏 https://t.co/AsQOF73QtT"
2026-04-14 03:00:31,@MastinSaurus @sampahfhui tll
2026-04-14 03:01:17,@sampahfhui @luvcius malu maluin banget dah sial
2026-04-14 03:02:06,@MastinSaurus @sampahfhui Lah itu kan mereka ada umbar foto2 juga. Ya jelas kacaulah kayak otak lu
2026-04-14 03:02:10,@sampahfhui najiss dasar cabul 🤮🤮 mereka lupa kah kalo ibu mereka perempuan??
2026-04-14 03:02:39,@MastinSaurus @sampahfhui Gue doain semoga ibu/adek/kakak/sepupu perempuan lu dilecehin sama orang digrup chat privat ya. Dan chat itu tersebar kemanapun. Gue doain mulai sekarang.
2026-04-14 03:03:14,@MastinSaurus @sampahfhui opini bodoh dari orgil nih
2026-04-14 03:03:15,@MastinSaurus @sampahfhui DONGOOKK
2026-04-14 03:03:19,"@sampahfhui Keduanya salah,.. yg mahasiswa pelaku melanggar etika moral, dan yang mendemo atau protest melaknggar etika hukum"
2026-04-14 03:03:58,@MastinSaurus @sampahfhui Gblk 😭
2026-04-14 03:04:04,@sampahfhui binatang emang
2026-04-14 03:04:52,@sampahfhui anj
2026-04-14 03:06:35,"@sampahfhui Kayaknya hal gini tuh banyak njir diluar sana, ga terkhusus cwo ke cwe aja, tpi cwe ke cwo jg pasti yakin ane jg ada cm ya ga terekspos, just in grup aja. Bukan ngebela siapa² hanya berandai-andai kalau chat grup cwe ke cwo yang ke ekspos gmn ya reaksi publik? Apa kek gini jg?"
2026-04-14 03:06:43,@sampahfhui kl di teknik dah digebukin ni makhluk
2026-04-14 03:06:58,@sampahfhui kumpulan pria birahi
2026-04-14 03:07:04,@sampahfhui sakit jiwa anjir astagaa😭
2026-04-14 03:07:49,@sampahfhui Sick
2026-04-14 03:09:07,@sampahfhui stress bgt anj
2026-04-14 03:09:13,@sampahfhui Harus di cari ga si identitas latar belakang keluarga mereka semua nih pasti bukan dr orang biasa
2026-04-14 03:09:59,"@MastinSaurus @sampahfhui LU SAKITTTT,SAMA MCM PELAKU KS"
2026-04-14 03:10:00,"@MastinSaurus @sampahfhui Misal yang di omongin di grup itu tt pacar lu, pantat ibu lu, gitu lu masih bisa ngetik gini? Congrats bro, your stupidity is going through the roof"
2026-04-14 03:10:59,@MastinSaurus @sampahfhui utututu mayah mayah muyu
2026-04-14 03:11:06,@sampahfhui Pak dekan gimana nanganin muridnya?
2026-04-14 03:12:06,@MastinSaurus @sampahfhui ini sama aja kaya ngebolehin siapapun ngelecehin emaklo (atau cewek terdekat mu) buat di lecehin di grub privat
2026-04-14 03:12:32,@sampahfhui ouh ini yang bilang diam berarti consent https://t.co/ZegvrZv0UR
2026-04-14 03:13:12,@sampahfhui Orang tuanya sekalian di spill. Biar dibuat jadi rafael alun jilid 2. Kecuali itu mahasiswa langsung mundur/dikeluarin kampus
2026-04-14 03:14:15,@sampahfhui Sakit jiwa sih
2026-04-14 03:14:52,@sampahfhui Miriss banget
2026-04-14 03:14:53,@sampahfhui Geli bgt
2026-04-14 03:15:16,"@sampahfhui Mahasiswa otak cabul semua njing,kebanyakan nnton videy"
2026-04-14 03:15:53,@MastinSaurus @sampahfhui Gw doain lu besok ketemu orang gay SA offender trus LU di ewe paksa depan semua orang ajg
2026-04-14 03:16:29,"@sampahfhui Orang kok isinya selangkangan, bilangnya entar ""gak semua fhui begitu"", tapi entah ya calon yang besok dimasa depan ngerti hukum kenapa kepala isinya kenthuuuu terosss"
2026-04-14 03:16:42,"@sampahfhui Bitter fact, gaya chat mereka sebenarnya topik tongkrongan yg biasa bgi sebagian kaum adam. Hal wajar, bahkan 'dinormalisasikan'. Pengalaman pribadi di grup kerja. Walaupun tanpa sebut nama, ak sgt terpukul terhina. Ak hnya bisa diam, krn jka menanggapi diancam dikick. . RESIGN!"
2026-04-14 03:18:12,"Sakit banget baca chat-nya. Perempuan bukan objek hiburan grup cowok. FHUI harus tindak tegas, ini bukan candaan. Aku dukung korban 100% 💔 Buat yang bilang ‘cuma chat doang’, ini namanya pelecehan seksual berbasis digital dan sudah diatur undang-undang. Kalau nggak ditindak, besok bisa jadi korban adik-adik kita. Dukung penuh langkah kampus untuk bersih-bersih lingkungan ini🥺"
2026-04-14 03:18:49,@sampahfhui Lebay enggak ada yang di grepe padahal
2026-04-14 03:19:02,@MastinSaurus @sampahfhui salah satu twitter pelaku kah ini
2026-04-14 03:20:26,@sampahfhui yg gue shock mereka normalizing r-word di gc sbg anak hukum jir
2026-04-14 03:20:53,@sampahfhui Namanya aneh2
2026-04-14 03:21:32,@MastinSaurus @sampahfhui Dasar penyepong Zionist. Kelakuan dan isi kepala gak jauh beda.
2026-04-14 03:22:01,@MastinSaurus @sampahfhui semoga nanti malam kau mimpi ditidurin laki2 perkasa gagah tinggi 3meter sampai kau trauma🙏 atau mimpi ditidurin gurita sekalian biar bangun2 kau nangis2 sejadi-jadinya dan trauma sampe ga mau keluar kamar🙏
2026-04-14 03:22:06,"@sampahfhui tapi ya jujur nih cowo2 rata2 tuh otaknya isinya gitu mulu anjir, susah cari cowo yg ngeliat cewe bukan krn nafsu. temen2 gue juga begituu soalnya wkwk"
2026-04-14 03:22:58,"@sampahfhui Gmn hukum gak ditegakin di indo wkwk kocak mana anak2 ui yang pasti byk privilege kedepannya yg pasti bakal berperan penting akhitnya buat hukum di Indonesia, malu loh sama hidup dan tuhan, astaghfirullah"
2026-04-14 03:23:02,"@MastinSaurus @sampahfhui iya semoga malam ini kau mimpi dicium sama undur2 ya, semoga juga malam ini kau mimpi ditidurin sama ikan paus sampe kau trauma aamiin🙏"
2026-04-14 03:23:30,@sampahfhui Lgbt = haram katanya Ternyata yg hetero kelakuannya lebih haram jaddah lagi 😂🤣
2026-04-14 03:23:50,@sampahfhui kesel banget.... https://t.co/BaUvV4OR75
2026-04-14 03:24:01,@MastinSaurus @sampahfhui punya grup atau tongkrongan kok isinya jokes ngelecehin perempuan? berarti kau kalo dilecehkan sama manusia lain boleh lah ya???
2026-04-14 03:24:12,@sampahfhui Yang kayak gini di masa depan bakal berkutat di hukum Indonesia??
2026-04-14 03:24:16,@sampahfhui @auristeelaa pd sakit ya
2026-04-14 03:24:19,@sampahfhui @anggiangger23 Jijik...
2026-04-14 03:25:30,@sampahfhui Sebagian besar laki laki di indonesia kayak gini deh kayaknya. Di bom nuklir aja indonesia.
2026-04-14 03:26:04,"@charleeyxcx @bolabolaebol @sadampermana_w Sekarang gw kasih contoh case, ada laki-laki masturbasi di kamar dengan melihat foto wanita (pelecehan secara privat dan belum ada korban), direkam sama rekannya, tersebar. Yang salah siapa? Penyebar? Atau laki2 yang masturbasi?"
2026-04-14 03:26:11,"@revol7hink @charleeyxcx @bolabolaebol @sadampermana_w sori ni bang oot, misal ada sekelompok teroris, itu teroris baru merencanakan, apakah harus nunggu mereka ngebom dulu baru boleh ditangkep? Karena daritdi lu nanya tentang ranah privasi mulu, menurut teroris itu privat, begitupun menurut pelaku KS ini, privat jg ada batas kali"
2026-04-14 03:26:26,@sampahfhui @univ_indonesia BIJIMANE nih??
2026-04-14 03:26:35,@sampahfhui Sick bgt ga bisa berkata2
2026-04-14 03:27:09,"@MastinSaurus @sampahfhui Lu doang, isi kepala gw mah suci, lu doang kali yg banyak dosa, menyamaratakan lagi dih cuih najis"
2026-04-14 03:27:10,"@MastinSaurus @sampahfhui lu punya otak ga sih, ngatain sok suci tp mulut sendiri kaya ga di sekolahin hok cuh"
2026-04-14 03:27:14,@sampahfhui Mahasiswa Hukum wajib punya buku ini: 1. https://t.co/Q7Nt1CsLIy 2. https://t.co/1fGsNZ85Ui 3. https://t.co/2vVfrRg5an 4. https://t.co/JtwL0NU9Ot
2026-04-14 03:27:21,@revol7hink @bebekqaleo @sampahfhui Bener ni
2026-04-14 03:28:07,"@MastinSaurus @sampahfhui Ya semoga tidak terjadi pada saudaramu, ibumu, siapapun dia yang dekat denganmu. Karena jelas kamu tidak akan berpihak pada mereka jika mereka menjadi korban pelecehan. Selamat ya, Anda sudah menunjukkan siapa diri Anda tanpa diminta."
2026-04-14 03:28:29,@sampahfhui Di do lah bgst
2026-04-14 03:28:29,@MastinSaurus @Sempiternal297 @sampahfhui kok marah2 sih? kenapa? nendang2 ya bayinya? maklum lagi hamil guys😔🙏
2026-04-14 03:30:45,@sampahfhui Dia penganut jaman purba diam = consent
2026-04-14 03:31:08,"@MastinSaurus @sampahfhui Mastin, ur parents supposed to abort u cuz wtf ur dick small ur head rotten and ur heart rusty. U re not working as a human u fuck better u die"
2026-04-14 03:32:20,@sampahfhui berak.. pantesan demo mlempem terus. isi Mahasiswa skarang busuk ya? fakultas hukum pula.
2026-04-14 03:33:08,"@BeilMachieveli @charleeyxcx @bolabolaebol @sadampermana_w Nih contoh case, ada wanita masturbasi di kamar dengan melihat foto laki laki (pelecehan secara privat dan belum ada korban), direkam sama rekannya, tersebar. Yang salah siapa? Penyebar? Atau perempuan yang masturbasi?"
2026-04-14 03:33:15,@MastinSaurus @sampahfhui Caper kau anjeng
2026-04-14 03:33:22,@MastinSaurus @sampahfhui emg gada yappingan lain selain bahas begtuan????
2026-04-14 03:33:39,@MastinSaurus @sampahfhui Bener2 lebay bngt sih..itu kan sama aja ngobrolan di tongkrongan..liat aja dulu di kaskus lebih mengerikan..fufufafa biasa aja tuh pdhl lebih megerikan....ada yg lebih penting om..langit indon mau dikuasai amrik itu lebih penting
2026-04-14 03:33:44,"@MastinSaurus @sampahfhui Orang-orang kayak lu, dilahirin dari lobang tai, makanya kelakuan lu kyk 💩"
2026-04-14 03:34:25,@MastinSaurus @sampahfhui Lu pelaku jg kan? Wkwk
2026-04-14 03:34:35,@MastinSaurus @sampahfhui ya
2026-04-14 03:35:00,@MastinSaurus @sampahfhui Tukar gender nya
2026-04-14 03:35:45,@MastinSaurus @sampahfhui Bener..ini kan pribadi kenapa seheboh itu..lebay
2026-04-14 03:36:08,@sampahfhui tindakan mereka tdk bisa dibenarkan tp gk ada juga tindak pidana yg mereka langgar. Dan hukuman berupa sanksi sosial dgn dipermalukan didepan umum itu sdh cukup. Gak usah berlebihan jg lah. Rata2 grup2 cowok memang begitu.
2026-04-14 03:36:27,@sampahfhui https://t.co/845J77WXvw
2026-04-14 03:37:17,"@MastinSaurus @sampahfhui kok salah yang share, salah pemikiran mereka.. kalau mereka ngelecehin diri sendiri bodoamat, ini mereka ngelecehin ORANG LAIN, dan dibikin jokes, bukan cuma satu lagi korbannya jelas yang salah, ini bukan masalah grup chat privat, ini masalah pelecehan"
2026-04-14 03:37:29,@sampahfhui SAKITT CUIH
2026-04-14 03:37:47,@MastinSaurus @sampahfhui Pak purnomo ini ada pasiennya lepas
2026-04-14 03:38:16,@sampahfhui Najisss
2026-04-14 03:38:21,@MastinSaurus @sampahfhui alah lu antek anteknye die kan. hewan kalo dikasih otak ya jadinya elu dah
2026-04-14 03:38:27,@sampahfhui #mannersmatter https://t.co/rH7x0f2tSP
2026-04-14 03:40:56,@sampahfhui KALIAN BUAT CWOK KLO MAU NGANU YA TINGGAL BELI ANJIR KE YANG JUALAN !! JGN MENGARAH KE PEREMPUAN YANG TIDAK BERJUALAN DAN TIDAK MEMBERIKAN AJAKAN !! ITU SANGAT MENJIJIKAN MAU LU GANTENG SEKALIPUN ITU SANGT MENJIJIKAN !! PUNYA DUIT KAN ! BELI CEWEK YG OPEN BO !! KESEL BGT ANJ
2026-04-14 03:41:15,@sampahfhui Mereka obrolannya begini tuh karena kebanyakan ngevape yg ada narkotikanya ga sih? Sama ngebokep sama kaga pernah ibadah ga punya iman?
2026-04-14 03:42:00,"@MastinSaurus @sampahfhui mastin ih, hapus bikin malu aja nulis kayak begini, kampung"
2026-04-14 03:42:15,"@sampahfhui Satu grup isinya ngacengan loh ya 🤦‍♂️ kebanyakan nonton bokep, liat cewe langsung ngaceng 💀 minimal kena bui lah 👊"
2026-04-14 03:43:37,"@MastinSaurus @sampahfhui kobisa manusia punya pemikiran sedangkal ini? 😂😂😂, ngasih makan apaan dah org terdekat lu?"
2026-04-14 03:45:05,@sampahfhui Dajjal sungkem sama kalian
2026-04-14 03:45:21,@sampahfhui SAKIIITTT
2026-04-14 03:45:25,"@MastinSaurus @sampahfhui Gini aja deh. Kalo lu cowo, dimana naluri alami perlindungan lu sebagai cowo? Kalo lu cewe, gapernah ngerasain ya diomongin ke arah seksual sama cowo di tongkrongannya atau di cat calling aja di dijalan jadi gabisa empati?"
2026-04-14 03:45:42,"@sampahfhui mmg berpendidikan ga menjamin akhlak ya, kasian bgt ortunya punya anak kek gini"
2026-04-14 03:49:09,@sampahfhui Kurang moral kurang kerjaan.. lagian udh tau keaukannya salah masih aja dilanjutin
2026-04-14 03:49:58,@sampahfhui Sakjiw😭
2026-04-14 03:51:19,@sampahfhui sakit semua
2026-04-14 03:51:30,@MastinSaurus @sampahfhui DIH ?!
2026-04-14 03:52:33,@sampahfhui sakit bgt ajg ni anak anak ui
2026-04-14 03:52:58,"@sampahfhui Pada nolep nolep gini. Tapi, digrup bahaya bet"
2026-04-14 03:53:22,@sampahfhui Kira-kira endingnya gimana ya
2026-04-14 03:54:03,"@sampahfhui singkat aja, DO lgsg siii enaknya. klo cuma kasih punishment biasa mana kebal dia"
2026-04-14 03:54:41,@MastinSaurus @sampahfhui Lo kalo pake helm di kntl ya? Ngentod gblk bgt lo
2026-04-14 03:55:30,@MastinSaurus @sampahfhui enak kali kau bilang itu hal yang benar. makanya kau kalo makan makanan yang bergizi jangan makan tai jadi bisa berpikir jernih otak kau setan pun kalo keliatan wujudnya di dunia nyata gak mau berteman sama kau
2026-04-14 03:56:03,@MastinSaurus @sampahfhui otaknya di pantat ya?
2026-04-14 03:56:37,@Ritzhy1 @wroofwoof @MastinSaurus @sampahfhui gblok
2026-04-14 03:56:49,@MastinSaurus @sampahfhui stupid fuckass
2026-04-14 03:58:49,@sampahfhui parah bgt woi
2026-04-14 03:58:52,"@sampahfhui Irfan said gak masalah, anjiirrrr"
2026-04-14 03:59:15,"@MastinSaurus @sampahfhui Ngelecehin cewek kok dinormalisasikan, gendeng utekmu."
2026-04-14 03:59:32,@MastinSaurus @sampahfhui halo binatang.
2026-04-14 04:00:09,@sampahfhui Serem amat pembahasannya 😭
2026-04-14 04:01:02,@sampahfhui https://t.co/Q23FY9p74T
2026-04-14 04:01:04,@sampahfhui SAKIT JIWA
2026-04-14 04:01:09,"@BeilMachieveli @charleeyxcx @bolabolaebol @sadampermana_w Uu tpsk adalah delik aduan, yang merasa korban lah yg harus mengadu, ini yang ngadu penyebar chat, korban dalam ini ga tau apa2, apakah tetap masih uu tpsk atau uu ite? Ayo mikir, ini diskursus hukum"
2026-04-14 04:02:18,@sampahfhui berhentilah berpikir seperti binatang
2026-04-14 04:03:00,@MastinSaurus @sampahfhui Nah setuju bang. Gak usah d posting juga tweet ini. Maka dari itu kalau nemu grup yg asik pertahankan teman2 tersebut.
2026-04-14 04:03:17,@MastinSaurus @sampahfhui orgil
2026-04-14 04:03:24,@revol7hink @bebekqaleo @sampahfhui Lah?! Sejenis kah ni
2026-04-14 04:03:30,@MastinSaurus @sampahfhui opini sampah
2026-04-14 04:03:41,@MastinSaurus @sampahfhui Mau sok bijak tapi berakhir dongo
2026-04-14 04:03:43,@sampahfhui Gimana hasil forumnya semalem?
2026-04-14 04:05:50,@sampahfhui ga waras
2026-04-14 04:08:19,@sampahfhui contoh anak pas lahir otaknya gk ada
2026-04-14 04:08:42,@sampahfhui strs
2026-04-14 04:09:05,"@MastinSaurus @sampahfhui jadi org kalo dongo jngan kebangetan, mikir"
2026-04-14 04:09:19,@sampahfhui Sakit lu semua!
2026-04-14 04:09:50,@sampahfhui @salputsal
2026-04-14 04:11:15,@sampahfhui @gisellmaf ORGIL
2026-04-14 04:11:25,@MastinSaurus @sampahfhui Lu kenapa bodoh bgt sih taiii?? Copot aja sono palalu
2026-04-14 04:13:24,"@sampahfhui Inget juga 10 tahun lalu waktu masih kuliah ga sengaja denger temen2 cowok objektifikasi temen cewe seangkatan. Walaupun ga sepor*o ini tapi polanya mirip2, temen2 cewe yg cakep2 dibanding2in ""si A dong tangannya mulus hmmm kriuk bangettt renyah."" Like wtf bro 😭"
2026-04-14 04:13:51,@MastinSaurus @sampahfhui Udh dipastiin monyet satu ini jga pelaku ks lainnya
2026-04-14 04:14:34,@sampahfhui ini bukannya group pribadi mereka ya? atau ada ceweknya?
2026-04-14 04:14:56,"@sampahfhui udah saatnya jokes-jokes jahat nan kotor di tongkrongan stop dinormalisasi, biarpun ""cuma sirkel kita aja kok"" tetep harus distop, karena pengaruhnya ke pola pikir dan gimana kita memperlakukan ke orang lain 🤚🏻🤚🏻 https://t.co/KSOiar9lZq"
2026-04-14 04:16:14,"@MastinSaurus @sampahfhui kita mah emang suci, pergi lu najis."
2026-04-14 04:16:30,"@sampahfhui Ini mah udah cabul sih, gua kira bercandaannya kaya bapak2 cabul, ini lebih parah sih."
2026-04-14 04:17:10,@sampahfhui sick banget orang2 kek gini
2026-04-14 04:17:38,@MastinSaurus @sampahfhui jawab ini duli dong https://t.co/HiK6WNLwd7
2026-04-14 04:17:47,@sampahfhui Hancur
2026-04-14 04:18:26,@MastinSaurus @sampahfhui Inilah salah satu contoh bentuk bahan bakar neraka nantinya.
2026-04-14 04:18:26,@sampahfhui OSPEK NYA ANTI KS DIA NYA KS SICKKKKKKKKKKKK
2026-04-14 04:19:36,@sampahfhui STRESSSS
2026-04-14 04:23:39,"@sampahfhui Anak fh yg harusnya membela keadilan dan kebenaran malah menjadi pelaku ks , sakit !"
2026-04-14 04:24:21,"@sampahfhui Ga bisa berkata-kata, ini anak2 paham hukum dan well educated padahal"
2026-04-14 04:26:13,"@MastinSaurus @sampahfhui iyaa ini agak aneh, 14 orang semua kena? pasti ada yang nyebarin. harusnya yang nyebarin yang kena hukuman"
2026-04-14 04:26:14,@MastinSaurus @sampahfhui Buzzer yaa luu anj
2026-04-14 04:27:02,@MastinSaurus @sampahfhui idk bro isi tongkrongan gue gada tuh yang kayak gitu :) Oh you think that's okay bcs it's not your family member
2026-04-14 04:27:31,"@sampahfhui Ada yg tau gak cetannya kenapa bisa kesebar, penasaran banget ketauannya gimana"
2026-04-14 04:28:04,@sampahfhui Sakit semua anjir. Geli banget baca chat groupnya
2026-04-14 04:29:58,"@sampahfhui Cowok kok namanya echa, valen ??? Tau lah asalnya dari mana nama cewek dipake cowok FH tapi SDM rendah"
2026-04-14 04:30:49,@sampahfhui sakit ajg
2026-04-14 04:31:07,@MastinSaurus @sampahfhui Itu fungsinya agama Jadi batas biar yg ada di kepala lo ga keluar Kecuali lo ga punya agama
2026-04-14 04:31:10,@sampahfhui Serem isi kepalanya seharian kaya gituh ih najiissss
2026-04-14 04:32:46,"@sampahfhui @ohmy_beautybank NAJISSS, DILAKNAT LO YE SINTING"
2026-04-14 04:32:46,@MastinSaurus @sampahfhui wkwkwkwkwk lu ky mereka kali ya
2026-04-14 04:33:13,@Ritzhy1 @wroofwoof @MastinSaurus @sampahfhui ya klo mau ngasi opini yg bagus nyet ngetik dlu yg bener
2026-04-14 04:33:38,@sampahfhui Persis kejadian kek di film Nano terbaru
2026-04-14 04:33:42,@MastinSaurus @sampahfhui https://t.co/MReyqennAW
2026-04-14 04:35:02,"@MastinSaurus @sampahfhui hewan nih yg ngetik, soalnya gada akal"
2026-04-14 04:35:18,@sampahfhui sakitt ini ka
2026-04-14 04:37:12,@sampahfhui wkwkw pernah mergokin temen juga pas jaman sekolah dulu. emang cowok tu kalo gabahas ttg cewek ga asik guys. udah jadi salah satu naluri busuk nya mereka. kalo cowok gapunya naluri busuk itu sih bagus ya. pertahanin deh.
2026-04-14 04:37:18,@sampahfhui salah satu org disitu ada yg lagi magang di pertamina😂
2026-04-14 04:37:27,"@MastinSaurus @sampahfhui Who hurt u kak? Semoga turunan atau keluarga mu gak mendapatkan hal yang serupa ya, tpi gua bersumpah"
2026-04-14 04:38:17,@MastinSaurus @sampahfhui lu sok pinter bang
2026-04-14 04:39:02,@sampahfhui Indonesia ternyata otaknya banyak yg sarap 🙂
2026-04-14 04:40:37,"@sampahfhui Sedihnya adalah grup dengan pembahasan seperti ini tuh banyak diluar sana, bahkan mungkin ada di sekitar kita. Karena mereka merasa pel*c3han seperti ini adalah pembahasan yang normal. Lalu, apa yang harus kita lakukan?"
2026-04-14 04:40:57,@sampahfhui Sickkkkk
2026-04-14 04:41:17,@sampahfhui sakit bat anj
2026-04-14 04:41:39,"@sampahfhui gua td ada baca mereka 09L, kata gua lu bocil pada ngadi ngadi amat sihh cill, baru gede aja begayanya kek udh paling iyee🫵"
2026-04-14 04:43:06,@MastinSaurus @sampahfhui JIR PELAKU https://t.co/jiYe6JBjHu
2026-04-14 04:45:14,"@sampahfhui dah mpe IG skrg, baru tau lama ga buka X"
2026-04-14 04:45:26,"@MastinSaurus @sampahfhui bilang aja lu sejenis sama mreka jir, gausa yapping wkwkk"
2026-04-14 04:45:29,"@MastinSaurus @sampahfhui ka sumpah kamu keliatannya cowo jelek yg muka dan adabnya kaya kelamin cowo, otak dangkal bahkan kurang perhatian orang sekitar, pelecehan itu bukan cuma sekedar perkos- atau grep- langsung atau ngomong langsung didepan muka aja bodohhh"
2026-04-14 04:45:48,@sampahfhui orgil
2026-04-14 04:46:17,"@sampahfhui Kak tanya dong, awal kebongkarnya gimana?"
2026-04-14 04:46:51,"@MastinSaurus @sampahfhui Ini otaknya emang ngga nyampe ya, miris banget bacanya"
2026-04-14 04:47:20,@sampahfhui Orang NPD kalau bikin grup :
2026-04-14 04:47:20,"@MastinSaurus @sampahfhui Lanjut tauran, mabok di real aja gih wkwk. Ketauan tipikal pemuda spt apa dari ketikan mu."
2026-04-14 04:47:41,@sampahfhui https://t.co/KvBx1pn0U1
2026-04-14 04:49:45,@MastinSaurus @sampahfhui Orang kaya begini isi otaknya apasih?
2026-04-14 04:49:49,@sampahfhui Waw
2026-04-14 04:50:13,@MastinSaurus @sampahfhui sakit jiwa ni orang
2026-04-14 04:50:27,@MastinSaurus @sampahfhui DONGO DI PELIHARA ANJENG
2026-04-14 04:50:28,@MastinSaurus @sampahfhui stress ajg
2026-04-14 04:50:41,@MastinSaurus @sampahfhui semoga lu mati
2026-04-14 04:51:55,@sampahfhui @hivemindfantasy
2026-04-14 04:54:43,@MastinSaurus @sampahfhui waduh ada bang enabler ks nih. gws bang. cuci otak lo mending
2026-04-14 04:55:44,"@sampahfhui Ga kebayang mereka kalo dah jadi penegak hukum,,kesalahan yg d ulang2 akan jadi suatu kebenaran.🥲"
2026-04-14 04:57:17,@MastinSaurus @Sempiternal297 @sampahfhui Dasar bencong
2026-04-14 04:57:28,"@MastinSaurus @sampahfhui grup privat kalo sampe bocor berarti emang ada yg bermasalah di dalamnya, mangkanya atiati skrg emg lagi banyak manusia jadi2an😁"
2026-04-14 04:58:08,"@MastinSaurus @sampahfhui Ngopi bareng aja lah skuy Biar kita2 tau fisik lu kek mana, trus ntar kita kulitin bareng2 di X Reaksi lu apkh masih sama? Bawa orang tua lu juga gapapa Biar netizen X yg kulitin Sesuai kata lu, gak ada grepe2 atau perkosa Tapi, kita cuma ngulitin lu &amp; ortu lu Gimana?"
2026-04-14 05:00:15,@sampahfhui ingat ya ga ada kata khilaf dalam pelecehan!! https://t.co/W71Svu83EK
2026-04-14 05:00:43,@sampahfhui @andori SAKITTT
2026-04-14 05:01:41,"@sampahfhui DO pun ga cukup buat ngehukum mereka.. ga kebayang seberapa traumanya yg jadi korban, juga dosen2 yg ikut jdi korban.. kalo ortu2ny pada ngelindungi sekalian aja spill ortu2ny😂 pantes mereka ga punya attitude karena ngerasa dilindungi ortu yg punya ""power"" .. miris banget"
2026-04-14 05:02:04,@MastinSaurus @sampahfhui Ini calon2 pelaku SA guys mending diabisin skrng sblm kejadian bneran wkwkw
2026-04-14 05:02:11,@MastinSaurus @sampahfhui tongkrongannya ga berbobot orang kalangan bawah
2026-04-14 05:03:32,@sampahfhui Najis bgt anak UI tapi group nya kaya ojek pangkalan. Najis baget sumpah
2026-04-14 05:04:18,"@sampahfhui Hingga hari ini , gimana respon pihak ui ?"
2026-04-14 05:04:40,@MastinSaurus @sampahfhui dibayar berapa kak buat jadi buzzer wkwkwkk heran ada aja kelakuan. STOP. DENIAL. STOP. BELA. PELAKU.
2026-04-14 05:04:54,@MastinSaurus @sampahfhui https://t.co/PYeatP4HIb
2026-04-14 05:04:57,@MastinSaurus @sampahfhui iq under 100 indon ga siap dengan fakta macem begini
